symbol,companyName,marketCap,sector,industry,beta,price,lastAnnualDividend,volume,exchange,exchangeShortName,country,isEtf,isFund,isActivelyTrading
TRI.TO,Thomson Reuters Corporation,103690326410,Industrials,Specialty Business Services,0.395,230.57,2.93,82346,Toronto Stock Exchange,TSX,CA,False,False,True
CTAS,Cintas Corporation,83777301270,Industrials,Specialty Business Services,1.311,207.73,1.56,372706,NASDAQ Global Select,NASDAQ,US,False,False,True
TRI,Thomson Reuters Corporation,74596143875,Industrials,Specialty Business Services,0.395,165.875,2.16,88114,New York Stock Exchange,NYSE,CA,False,False,True
WKL.AS,Wolters Kluwer N.V.,35270641928,Industrials,Specialty Business Services,0.257,155.75,2.19,401735,Amsterdam,EURONEXT,NL,False,False,True
GPN,Global Payments Inc.,26499613550,Industrials,Specialty Business Services,0.987,104.15,1,3391941,New York Stock Exchange,NYSE,US,False,False,True
RBA.TO,"RB Global, Inc.",22097582220,Industrials,Specialty Business Services,0.925,119.93,1.58,61963,Toronto Stock Exchange,TSX,US,False,False,True
RBA,Ritchie Bros. Auctioneers Incorporated,15906647820,Industrials,Specialty Business Services,0.925,86.33,1.16,258591,New York Stock Exchange,NYSE,CA,False,False,True
BIPI,BIP Bermuda Holdings I Limited ,15271208379,Industrials,Specialty Business Services,0.64475673,19.21,1.28124,11606,New York Stock Exchange,NYSE,US,False,False,True
RTO,Rentokil Initial plc,12638069280,Industrials,Specialty Business Services,0.551,25.16,0.58,918251,New York Stock Exchange,NYSE,GB,False,False,True
SW.PA,Sodexo S.A.,11733650320,Industrials,Specialty Business Services,0.789,80,3.1,221322,Paris,EURONEXT,FR,False,False,True
PAAS.TO,Pan American Silver Corp.,12305733900,Basic Materials,Silver,1.398,33.9,0.54,406077,Toronto Stock Exchange,TSX,CA,False,False,True
PAAS,Pan American Silver Corp.,8857224400,Basic Materials,Silver,1.398,24.4,0.4,2039741,NASDAQ Global Select,NASDAQ,CA,False,False,True
AG.TO,First Majestic Silver Corp.,3245388160,Basic Materials,Silver,1.362,10.76,0.02,693099,Toronto Stock Exchange,TSX,CA,False,False,True
FR.TO,First Majestic Silver Corp.,2855426130,Basic Materials,Silver,1.326,9.81,0.03,543872,Toronto Stock Exchange,TSX,CA,False,False,False
MAG.TO,MAG Silver Corp.,2544537810,Basic Materials,Silver,1.144,24.67,0,259645,Toronto Stock Exchange,TSX,CA,False,False,True
AG,First Majestic Silver Corp.,2336015920,Basic Materials,Silver,1.362,7.745,0.02,8226497,New York Stock Exchange,NYSE,CA,False,False,True
AYA.TO,Aya Gold & Silver Inc.,2327042520,Basic Materials,Silver,1.401,17.82,0,579861,Toronto Stock Exchange,TSX,CA,False,False,True
FVI.TO,Fortuna Silver Mines Inc.,2235616685,Basic Materials,Silver,1.628,7.135,0,797449,Toronto Stock Exchange,TSX,CA,False,False,True
MAG,MAG Silver Corp.,1831303965,Basic Materials,Silver,1.144,17.755,0,663423,American Stock Exchange,AMEX,CA,False,False,True
FSM,Fortuna Silver Mines Inc.,1608954685,Basic Materials,Silver,1.628,5.135,0,5778191,New York Stock Exchange,NYSE,CA,False,False,True
AVY,Avery Dennison Corporation,16726614465,Industrials,Business Equipment & Supplies,0.894,207.735,3.52,242883,New York Stock Exchange,NYSE,US,False,False,True
HNI,HNI Corporation,2327242556,Industrials,Business Equipment & Supplies,0.829,49.37,1.32,196950,New York Stock Exchange,NYSE,US,False,False,True
SCS,Steelcase Inc.,1390434195,Industrials,Business Equipment & Supplies,1.311,12.2,0.4,213156,New York Stock Exchange,NYSE,US,False,False,True
EBF,"Ennis, Inc.",534640184,Industrials,Business Equipment & Supplies,0.392,20.56,1,54896,New York Stock Exchange,NYSE,US,False,False,True
ACCO,ACCO Brands Corporation,476594055,Industrials,Business Equipment & Supplies,1.601,4.975,0.3,259816,New York Stock Exchange,NYSE,US,False,False,True
GEA.PA,Grenobloise d'Electronique et d'Automatismes Société Anonyme,81825362,Industrials,Business Equipment & Supplies,0.556,74.5,1.3,1,Paris,EURONEXT,FR,False,False,True
SACI.PA,Fiducial Office Solutions,60738440,Industrials,Business Equipment & Supplies,0.048,28,0.7,1,Paris,EURONEXT,FR,False,False,True
AURS.PA,AURES Technologies S.A.,27967075,Industrials,Business Equipment & Supplies,1.049516,7.12,6.92,2817,Paris,EURONEXT,FR,False,False,False
EDI.PA,Groupe MEDIA 6,26105035,Industrials,Business Equipment & Supplies,0.359,11,0,45,Paris,EURONEXT,FR,False,False,True
ALTRI.PA,Trilogiq S.A.,20487042,Industrials,Business Equipment & Supplies,0.85,5.9,0,50,Paris,EURONEXT,FR,False,False,True
URI,"United Rentals, Inc.",53453382144,Industrials,Rental & Leasing Services,1.683,814.56,6.52,282694,New York Stock Exchange,NYSE,US,False,False,True
AER,AerCap Holdings N.V.,19054591300,Industrials,Rental & Leasing Services,1.83,94.1,1,1507076,New York Stock Exchange,NYSE,IE,False,False,True
FTAI,FTAI Aviation Ltd.,14870167335,Industrials,Rental & Leasing Services,2.072,145.485,1.2,671897,NASDAQ Global Select,NASDAQ,US,False,False,True
UHAL,U-Haul Holding Company,13463699784,Industrials,Rental & Leasing Services,1.096,73.83,0,135366,New York Stock Exchange,NYSE,US,False,False,True
EFN.TO,Element Fleet Management Corp.,11730097850,Industrials,Rental & Leasing Services,0.906,28.97,0.48,95614,Toronto Stock Exchange,TSX,CA,False,False,True
WSC,WillScot Holdings Corporation,7380365105,Industrials,Rental & Leasing Services,1.354,39.155,0,1822516,NASDAQ Capital Market,NASDAQ,US,False,False,True
R,"Ryder System, Inc.",6307160428,Industrials,Rental & Leasing Services,1.267,149.14,3.24,209303,New York Stock Exchange,NYSE,US,False,False,True
HRI,Herc Holdings Inc.,5992518462,Industrials,Rental & Leasing Services,2.072,210.97,2.66,251700,New York Stock Exchange,NYSE,US,False,False,True
ALD.PA,ALD S.A.,5601709510,Industrials,Rental & Leasing Services,0.871,6.865,0.47,1079655,Paris,EURONEXT,FR,False,False,False
AL,Air Lease Corporation,5053174490,Industrials,Rental & Leasing Services,1.601,45.37,0.84,446997,New York Stock Exchange,NYSE,US,False,False,True
TFPM.TO,Triple Flag Precious Metals Corp.,4883923680,Basic Materials,Other Precious Metals,-0.23,24.24,0.3,261569,Toronto Stock Exchange,TSX,CA,False,False,True
TFPM,Triple Flag Precious Metals Corp.,3511831260,Basic Materials,Other Precious Metals,-0.23,17.43,0.22,157558,New York Stock Exchange,NYSE,CA,False,False,True
BVN,Compañía de Minas Buenaventura S.A.A.,3312249325,Basic Materials,Other Precious Metals,0.827,13.055,0.07,667608,New York Stock Exchange,NYSE,PE,False,False,True
CGG.TO,China Gold International Resources Corp. Ltd.,2663902080,Basic Materials,Other Precious Metals,1.853,6.72,0,3501,Toronto Stock Exchange,TSX,CA,False,False,True
GMIN.TO,G Mining Ventures Corp.,2614015740,Basic Materials,Other Precious Metals,-0.001,12.23,0,130633,Toronto Stock Exchange,TSX,CA,False,False,True
SIL.TO,SilverCrest Metals Inc.,2227625145,Basic Materials,Other Precious Metals,1.185,14.985,0,157727,Toronto Stock Exchange,TSX,CA,False,False,True
GATO.TO,"Gatos Silver, Inc.",1858440640,Basic Materials,Other Precious Metals,2.107,26.8,0,4609,Toronto Stock Exchange,TSX,US,False,False,True
EDR.TO,Endeavour Silver Corp.,1810699840,Basic Materials,Other Precious Metals,1.92,7.36,0,643780,Toronto Stock Exchange,TSX,CA,False,False,True
SILV,SilverCrest Metals Inc.,1603265745,Basic Materials,Other Precious Metals,1.185,10.785,0,1253640,American Stock Exchange,AMEX,CA,False,False,True
GATO,"Gatos Silver, Inc.",1353610496,Basic Materials,Other Precious Metals,2.107,19.52,0,355535,New York Stock Exchange,NYSE,US,False,False,True
AWK,"American Water Works Company, Inc.",26486753275,Utilities,Regulated Water,0.691,135.925,3.06,723770,New York Stock Exchange,NYSE,US,False,False,True
RXN,Zurn Water Solutions Corporation,11435746500,Utilities,Regulated Water,1.383597,64.95,11.571000000000002,1305057,New York Stock Exchange,NYSE,US,False,False,False
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,11007928550,Utilities,Regulated Water,0.492,16.105,0.27,501378,New York Stock Exchange,NYSE,BR,False,False,True
WTRG,"Essential Utilities, Inc.",10570658250,Utilities,Regulated Water,0.838,38.625,1.3,1172121,New York Stock Exchange,NYSE,US,False,False,True
AWR,American States Water Company,3089095284,Utilities,Regulated Water,0.491,82.47,1.86,69689,New York Stock Exchange,NYSE,US,False,False,True
CWT,California Water Service Group,3014198124,Utilities,Regulated Water,0.487,51.24,1.12,133549,New York Stock Exchange,NYSE,US,False,False,True
SJW,SJW Group,1814185281,Utilities,Regulated Water,0.619,55.46,1.6,103585,New York Stock Exchange,NYSE,US,False,False,True
MSEX,Middlesex Water Company,1110974838,Utilities,Regulated Water,0.784,62.31,1.3,28858,NASDAQ Global Select,NASDAQ,US,False,False,True
YORW,The York Water Company,511233312,Utilities,Regulated Water,0.637,35.596,0.84,9972,NASDAQ Global Select,NASDAQ,US,False,False,True
ARIS,"Aris Water Solutions, Inc.",498552337,Utilities,Regulated Water,1.613,16.31,0.42,206105,New York Stock Exchange,NYSE,US,False,False,True
CCIV,"Lucid Group, Inc.",44388413664,Financial Services,Shell Companies,0,24.25,0,17905570,New York Stock Exchange,NYSE,US,False,False,False
RTPY,Reinvent Technology Partners Y,11618780438,Financial Services,Shell Companies,0,9.91,0,1298902,NASDAQ Capital Market,NASDAQ,US,False,False,False
PSAC,Property Solutions Acquisition Corp.,9680159779,Financial Services,Shell Companies,0,13.78,0,1401866,NASDAQ Capital Market,NASDAQ,US,False,False,False
GRSVU,"Gores Holdings V, Inc.",6806378977,Financial Services,Shell Companies,0,11.39,0,100,NASDAQ Global Select,NASDAQ,US,False,False,False
APSG,Apollo Strategic Growth Capital,6330643685,Financial Services,Shell Companies,0,7.39,0,1080801,New York Stock Exchange,NYSE,US,False,False,False
RTP,Reinvent Technology Partners,6304717420,Financial Services,Shell Companies,0,10.03,0,1497593,New York Stock Exchange,NYSE,US,False,False,False
DGNR,Dragoneer Growth Opportunities Corp.,5788028042,Financial Services,Shell Companies,0,9.26,0,96536,New York Stock Exchange,NYSE,US,False,False,False
VTIQ,VectoIQ Acquisition Corp. II,5579633400,Financial Services,Shell Companies,0,10.065,0,480,NASDAQ Capital Market,NASDAQ,US,False,False,False
VACQ,Vector Acquisition Corporation,5526398837,Financial Services,Shell Companies,0,11.57,0,1255310,NASDAQ Global Select,NASDAQ,US,False,False,False
SVFC,SVF Investment Corp. 3,5055223128,Financial Services,Shell Companies,0,9.1,0,137339,NASDAQ Capital Market,NASDAQ,US,False,False,False
TMUS,"T-Mobile US, Inc.",258522357300,Communication Services,Telecommunications Services,0.508,222.77,3.52,2516381,NASDAQ Global Select,NASDAQ,US,False,False,True
VERIZ.BR,Verizon Communications Inc.,227018156544,Communication Services,Telecommunications Services,0.328492,54,2.46,500,Brussels,EURONEXT,US,False,False,False
VZ,Verizon Communications Inc.,174383922750,Communication Services,Telecommunications Services,0.411,41.425,2.71,10220336,New York Stock Exchange,NYSE,US,False,False,True
VZA,"Verizon Communications, 5.9% 15 Feb 2054",166981344195,Communication Services,Telecommunications Services,0,25.55,0,63656,New York Stock Exchange,NYSE,,True,False,False
CMCSA,Comcast Corporation,163542645100,Communication Services,Telecommunications Services,1.012,42.335,1.24,15081207,NASDAQ Global Select,NASDAQ,US,False,False,True
COP,ConocoPhillips,119359081250,Energy,Oil & Gas Exploration & Production,1.223,102.785,3.12,3526832,New York Stock Exchange,NYSE,US,False,False,True
MSFT,Microsoft Corporation,3231984509416,Technology,Software - Infrastructure,0.896,434.7314,3.32,17067398,NASDAQ Global Select,NASDAQ,US,False,False,True
ORCL,Oracle Corporation,484949355300,Technology,Software - Infrastructure,1.008,175.005,1.6,3558528,New York Stock Exchange,NYSE,US,False,False,True
CRM,"Salesforce, Inc.",283721680000,Technology,Software - Application,1.3,296.78,1.6,1773103,New York Stock Exchange,NYSE,US,False,False,True
SAP,SAP SE,273362750813,Technology,Software - Application,0.921,237.75,2.39,704030,New York Stock Exchange,NYSE,DE,False,False,True
CAT,Caterpillar Inc.,184229721630,Industrials,Agricultural - Machinery,1.093,379.935,5.64,3181197,New York Stock Exchange,NYSE,US,False,False,True
GNE.PA,General Electric Company,171320982528,Industrials,Industrial - Machinery,1.218,158,1.03,360,Paris,EURONEXT,US,False,False,False
CATR.PA,Caterpillar Inc.,159920328384,Industrials,Agricultural - Machinery,1.178,327,4.78,152,Paris,EURONEXT,US,False,False,False
ETN,Eaton Corporation plc,136574176500,Industrials,Industrial - Machinery,1.01,343.065,3.76,1367008,New York Stock Exchange,NYSE,IE,False,False,True
SU.PA,Schneider Electric S.E.,135956795020,Industrials,Industrial - Machinery,0.964,242.3,3.5,778781,Paris,EURONEXT,FR,False,False,True
BRK-A,Berkshire Hathaway Inc.,982186725101,Financial Services,Insurance - Diversified,0.869,684021.2,0,1116,New York Stock Exchange,NYSE,US,False,False,True
BRK-B,Berkshire Hathaway Inc.,981133552785,Financial Services,Insurance - Diversified,0.869,455.17,0,1446623,New York Stock Exchange,NYSE,US,False,False,True
JPM,JPMorgan Chase & Co.,638581936200,Financial Services,Banks - Diversified,1.102,224.445,5,4345672,New York Stock Exchange,NYSE,US,False,False,True
V,Visa Inc.,574593736989,Financial Services,Financial - Credit Services,0.961,290.8,2.08,6173398,New York Stock Exchange,NYSE,US,False,False,True
LIN,Linde plc,226009332445,Basic Materials,Chemicals - Specialty,0.944,473.315,5.56,1152897,NASDAQ Global Select,NASDAQ,GB,False,False,True
BHP,BHP Group Limited,143606504249,Basic Materials,Industrial Materials,0.839,56.62,2.92,1157773,New York Stock Exchange,NYSE,AU,False,False,True
RIO,Rio Tinto Group,109951529156,Basic Materials,Industrial Materials,0.594,65.84,4.35,1216743,New York Stock Exchange,NYSE,GB,False,False,True
AI.PA,L'Air Liquide S.A.,95702617865,Basic Materials,Chemicals - Specialty,0.63,165.9,2.91,764064,Paris,EURONEXT,FR,False,False,True
SHW,The Sherwin-Williams Company,91253897490,Basic Materials,Chemicals - Specialty,1.169,362.33,2.86,824925,New York Stock Exchange,NYSE,US,False,False,True
ECL,Ecolab Inc.,71877144180,Basic Materials,Chemicals - Specialty,1.135,252.61,2.28,689994,New York Stock Exchange,NYSE,US,False,False,True
APD,"Air Products and Chemicals, Inc.",69534574125,Basic Materials,Chemicals - Specialty,0.83,312.775,7.08,490450,New York Stock Exchange,NYSE,US,False,False,True
CRH,CRH plc,65601252592,Basic Materials,Construction Materials,1.383,96.08,1.4,3507110,New York Stock Exchange,NYSE,IE,False,False,True
TSLA,"Tesla, Inc.",830570924400,Consumer Cyclical,Auto - Manufacturers,2.297,258.74,0,46878867,NASDAQ Global Select,NASDAQ,US,False,False,True
TM,Toyota Motor Corporation,236189133171,Consumer Cyclical,Auto - Manufacturers,0.434,175.35,4.01,168096,New York Stock Exchange,NYSE,JP,False,False,True
KO,The Coca-Cola Company,283948637000,Consumer Defensive,Beverages - Non-Alcoholic,0.608,65.915,1.94,8098576,New York Stock Exchange,NYSE,US,False,False,True
PEP,"PepsiCo, Inc.",227956138500,Consumer Defensive,Beverages - Non-Alcoholic,0.539,166.15,5.42,2271660,NASDAQ Global Select,NASDAQ,US,False,False,True
BUD,Anheuser-Busch InBev SA/NV,125912633829,Consumer Defensive,Beverages - Alcoholic,0.982,63.085,0.87,1227094,New York Stock Exchange,NYSE,BE,False,False,True
LLY,Eli Lilly and Company,794556136000,Healthcare,Drug Manufacturers - General,0.416,836,5.2,16567320,New York Stock Exchange,NYSE,US,False,False,True
UNH,UnitedHealth Group Incorporated,520493789880,Healthcare,Medical - Healthcare Plans,0.593,563.66,8.4,1373439,New York Stock Exchange,NYSE,US,False,False,True
JNJ,Johnson & Johnson,386796191100,Healthcare,Drug Manufacturers - General,0.518,160.655,4.96,2776342,New York Stock Exchange,NYSE,US,False,False,True
ABBV,AbbVie Inc.,355325786100,Healthcare,Drug Manufacturers - General,0.618,201.165,6.2,6822336,New York Stock Exchange,NYSE,US,False,False,True
MRK,"Merck & Co., Inc.",264722882350,Healthcare,Drug Manufacturers - General,0.399,104.435,3.08,8026585,New York Stock Exchange,NYSE,US,False,False,True
MRK.PA,"Merck & Co., Inc.",260608147402,Healthcare,Drug Manufacturers - General,0.355383,101.4,2.27,250,Paris,EURONEXT,US,False,False,False
NVS,Novartis AG,226971563750,Healthcare,Drug Manufacturers - General,0.498,109.84,3.78,2443028,New York Stock Exchange,NYSE,CH,False,False,True
AZN,AstraZeneca PLC,225815241400,Healthcare,Drug Manufacturers - General,0.166,72.83,1.49,7324704,NASDAQ Global Select,NASDAQ,GB,False,False,True
TMO,Thermo Fisher Scientific Inc.,210202848900,Healthcare,Medical - Diagnostics & Research,0.777,550.275,1.56,698363,New York Stock Exchange,NYSE,US,False,False,True
VGSLX,Vanguard Real Estate Index Fund Admiral Shares,148552499132,Real Estate,Real Estate - General,1.2,135.06,2.9779999999999998,0,NASDAQ,NASDAQ,,False,True,True
PLD,"Prologis, Inc.",107600117310,Real Estate,REIT - Industrial,1.081,116.21,3.84,2048254,New York Stock Exchange,NYSE,US,False,False,True
AMT,American Tower Corporation,99301633200,Real Estate,REIT - Specialty,0.832,212.6,6.48,1598682,New York Stock Exchange,NYSE,US,False,False,True
EQIX,"Equinix, Inc.",86750297050,Real Estate,REIT - Specialty,0.703,913.69,17.04,300428,NASDAQ Global Select,NASDAQ,US,False,False,True
WELL,Welltower Inc.,85590568960,Real Estate,REIT - Healthcare Facilities,1.203,138.385,2.68,1972381,New York Stock Exchange,NYSE,US,False,False,True
DLR,"Digital Realty Trust, Inc.",59867101350,Real Estate,REIT - Office,0.622,182.85,4.88,901042,New York Stock Exchange,NYSE,US,False,False,True
PSA,Public Storage,58458637270,Real Estate,REIT - Industrial,0.672,334.015,12,694288,New York Stock Exchange,NYSE,US,False,False,True
GEV,GE Vernova Inc.,82003673772,Utilities,Renewable Utilities,1.28,298.41,0,1347629,New York Stock Exchange,NYSE,US,False,False,True
CEG,Constellation Energy Corporation,81874513944,Utilities,Renewable Utilities,0.768,261.84,1.41,1052909,NASDAQ Global Select,NASDAQ,US,False,False,True
